Name	Males	Females	Total	MedianAge	25thPercentile	75thPercentile
Dedria	0	441	441	48.0	40.0	53.0
Rason	40	0	40	27.0	19.0	37.0
Dedrie	0	7	7	53.0	53.0	53.0
Ragena	0	66	66	48.0	42.0	60.0
Ragene	9	45	54	20.5	19.0	21.75
Avroham	6	0	6	18.0	18.0	18.0
Lacci	0	5	5	25.0	25.0	25.0
Jontae	412	173	585	23.0	18.0	29.0
Meridian	0	106	106	18.0	16.0	19.0
Kerryann	0	312	312	36.0	27.0	43.0
Threasa	0	653	653	53.0	46.0	60.0
Zsofia	0	11	11	17.0	17.0	18.0
Threase	0	22	22	44.0	42.0	53.0
Darrellyn	0	10	10	45.0	45.0	67.0
Shirlette	0	68	68	49.0	46.0	54.0
Jonis	16	0	16	16.0	15.0	18.0
Charisha	0	5	5	30.0	30.0	30.0
Shirletta	0	28	28	50.0	45.0	52.0
Trelin	6	0	6	16.0	16.0	16.0
Shiheem	48	0	48	19.0	17.75	20.0
Jahnay	0	89	89	19.0	16.0	21.0
Mykaela	0	465	465	17.0	16.0	19.0
Jonie	44	1193	1237	39.0	33.0	54.0
Hjalmar	98	0	98	91.5	85.0	96.75
Shannikia	0	21	21	35.0	35.0	36.0
Jonia	0	48	48	26.0	20.5	48.0
Chardai	0	115	115	24.0	21.0	28.0
Ritaann	0	36	36	54.0	52.0	70.0
Sherrese	0	18	18	39.0	30.0	42.0
Kianna	0	3675	3675	19.0	17.0	23.0
Josely	0	22	22	19.0	17.0	22.0
Moya	0	456	456	40.5	28.0	53.0
Kanji	6	0	6	91.0	91.0	91.0
Yasmin	69	8984	9053	22.0	18.0	30.0
Yasmir	0	5	5	27.0	27.0	27.0
Utopia	0	44	44	35.0	33.0	37.25
Kikuye	0	95	95	93.0	90.0	96.0
Daneshia	0	233	233	22.0	19.0	26.0
Kikuyo	0	26	26	95.5	94.25	97.0
Emogean	0	49	49	83.0	81.0	85.0
Diera	0	78	78	22.0	19.0	24.0
Emyli	0	5	5	15.0	15.0	15.0
Zerlene	0	15	15	56.0	56.0	76.0
Binita	0	5	5	35.0	35.0	35.0
Ralik	37	0	37	21.0	19.0	23.0
Tyerra	0	133	133	20.0	17.0	24.0
Jaleesha	0	51	51	24.0	23.0	26.5
Jeramine	95	0	95	35.0	31.0	38.0
Dierk	10	0	10	45.0	45.0	61.0
Odyssey	5	203	208	21.0	17.0	26.0
Rictoria	0	5	5	24.0	24.0	24.0
Kriselda	0	29	29	24.0	23.0	25.0
Rosisela	0	14	14	17.0	17.0	17.0
Reem	0	1083	1083	22.0	18.0	29.0
Eilzabeth	0	30	30	27.0	26.0	29.0
Adaiah	0	34	34	17.0	16.0	18.0
Rosyln	0	55	55	55.0	52.0	57.0
Hakeen	68	0	68	25.0	22.5	26.0
Nahid	6	5	11	18.0	18.0	24.0
Lovelle	37	81	118	42.0	27.75	67.0
Lovella	0	1280	1280	64.0	52.0	75.0
Keonte	709	50	759	19.0	17.0	22.0
Kolleen	0	982	982	46.0	35.0	54.0
Mystique	0	243	243	23.0	18.0	28.0
Keonta	249	64	313	21.0	18.0	25.0
Allianna	0	16	16	15.0	15.0	16.0
Jaythan	32	0	32	16.0	15.0	17.0
Anteria	0	42	42	19.0	17.0	22.0
Greenville	5	0	5	88.0	88.0	88.0
Merial	0	92	92	72.0	68.0	79.0
Meriam	0	1028	1028	55.5	30.75	71.25
Dorthia	0	152	152	73.0	66.0	83.75
Brittish	0	10	10	25.0	24.0	26.0
Meriah	0	592	592	22.0	18.0	28.0
Narelle	0	6	6	28.0	28.0	28.0
Dorthie	0	239	239	79.0	70.75	83.25
Anterio	58	0	58	24.5	20.0	29.0
Yamani	5	7	12	15.0	15.0	41.0
Catrell	118	0	118	25.0	21.0	29.75
Waide	11	0	11	39.0	39.0	39.0
Alexa	114	41463	41577	20.0	17.0	24.0
Euginia	0	5	5	45.0	45.0	45.0
Krystalin	0	22	22	24.0	24.0	25.0
Zakeyia	0	5	5	17.0	17.0	17.0
Darshon	7	0	7	21.0	21.0	21.0
Chaffee	5	5	10	40.0	40.0	40.0
Alexi	793	1846	2639	21.0	17.0	26.0
Brionca	0	34	34	22.0	21.0	25.0
Liandro	25	0	25	39.0	16.0	46.0
Anayjah	0	5	5	15.0	15.0	15.0
Caitlin	271	88468	88739	24.0	20.0	27.0
Alexs	5	0	5	27.0	27.0	27.0
Sequoia	123	1647	1770	23.0	18.0	28.0
Tiyler	5	0	5	18.0	18.0	18.0
Alexy	148	131	279	20.0	17.0	25.0
Winsome	0	26	26	44.5	37.75	51.25
Jorin	22	0	22	26.0	26.0	29.0
Arda	30	327	357	72.0	51.0	83.0
Yexenia	0	12	12	24.0	22.0	24.0
Meco	43	43	86	37.0	28.5	41.0
Sayquan	32	0	32	19.0	18.0	21.0
Chasyn	6	0	6	17.0	17.0	17.0
Vondella	0	13	13	49.0	49.0	49.0
Meca	0	45	45	42.0	37.0	44.0
Dinisha	0	125	125	27.0	21.0	30.0
Shanzay	0	6	6	15.0	15.0	15.0
Shiryl	0	72	72	53.0	51.0	56.0
Dalissa	0	53	53	21.0	18.0	25.0
Chantise	0	7	7	25.0	25.0	25.0
Kalijah	12	25	37	16.0	15.0	18.0
Latony	11	0	11	18.0	18.0	35.0
Paulanne	0	22	22	62.0	61.0	62.75
Ardy	0	5	5	90.0	90.0	90.0
Kenitha	0	68	68	36.5	33.0	39.0
Malan	5	15	20	17.0	16.0	17.0
Rakeen	72	0	72	23.0	21.0	25.0
Treasa	0	1643	1643	49.0	43.0	56.0
Shya	0	14	14	16.0	15.0	16.0
Jadarrius	116	0	116	18.0	16.0	20.0
Trease	0	145	145	48.0	45.0	53.0
Kieshia	0	38	38	25.0	24.0	31.0
Kately	0	27	27	19.0	17.0	19.0
Mobolaji	5	0	5	27.0	27.0	27.0
Angeliqu	0	5	5	26.0	26.0	26.0
Elianna	0	494	494	18.0	16.0	23.0
Arjun	1321	0	1321	20.0	17.0	25.0
Darchell	0	8	8	44.0	44.0	44.0
Kellymarie	0	30	30	30.0	26.0	34.0
Bayshawn	5	0	5	21.0	21.0	21.0
Maleesa	0	5	5	23.0	23.0	23.0
Evalynn	0	145	145	59.0	18.0	69.0
Mikeyla	0	33	33	17.0	17.0	18.0
Shiquan	81	0	81	19.0	17.0	21.0
Argonne	5	0	5	95.0	95.0	95.0
Cassy	0	1775	1775	29.0	24.0	35.0
Evalyne	0	167	167	96.0	92.0	100.0
Remington	2463	391	2854	20.0	17.0	25.0
Lorrianne	0	32	32	52.0	50.0	53.0
Kyrston	0	5	5	22.0	22.0	22.0
Khadarius	5	0	5	19.0	19.0	19.0
Jamaira	0	42	42	25.0	18.5	27.0
Nath	36	0	36	90.0	84.5	93.5
Lorcan	18	0	18	17.0	16.0	18.0
Telecia	0	195	195	35.0	30.0	41.0
Ehlana	0	30	30	19.0	18.0	21.0
Madalaine	0	44	44	21.0	19.0	24.0
Nata	0	14	14	62.0	62.0	62.0
Darwin	20095	36	20131	53.0	40.0	63.0
Pecolia	0	481	481	71.0	62.0	78.75
Nate	1742	275	2017	36.0	23.0	48.0
Genessi	0	5	5	22.0	22.0	22.0
Melvie	0	342	342	75.0	71.0	81.0
Standley	372	0	372	57.0	52.0	63.0
Delise	0	318	318	48.0	33.75	54.0
Fate	830	21	851	61.0	42.0	73.0
Elnita	0	154	154	74.0	59.0	79.0
Khary	723	0	723	35.5	25.0	39.0
Converse	20	0	20	62.0	62.0	95.5
Shnita	0	5	5	28.0	28.0	28.0
Zackarie	109	0	109	21.0	18.0	23.0
Khara	0	559	559	34.0	28.0	37.0
Seanmichael	400	0	400	25.0	20.0	29.0
Khare	5	0	5	21.0	21.0	21.0
Genesse	0	6	6	16.0	16.0	16.0
Khari	1423	194	1617	21.0	18.0	26.0
Larissa	0	15742	15742	27.0	21.0	35.0
Juvon	84	0	84	22.0	18.0	31.75
Elcid	5	0	5	53.0	53.0	53.0
Elcie	0	248	248	83.0	77.0	89.5
Haron	66	0	66	28.0	23.0	34.0
Michaela	63	33328	33391	20.0	18.0	25.0
Bonell	5	5	10	57.0	57.0	78.0
Santavious	5	0	5	15.0	15.0	15.0
Rhnea	0	5	5	52.0	52.0	52.0
Delwin	1689	0	1689	52.0	39.0	63.0
Praise	0	65	65	17.0	16.0	20.0
Mataia	0	13	13	15.0	15.0	19.0
Antonett	0	16	16	35.0	21.0	35.0
Neola	0	871	871	76.0	69.25	84.0
Onella	0	37	37	91.0	87.0	93.5
Rasaun	33	0	33	18.0	16.0	19.0
Dyanna	0	1112	1112	33.0	23.0	47.0
Summerlee	0	5	5	20.0	20.0	20.0
Latona	0	345	345	41.0	34.0	46.0
Temetria	0	5	5	26.0	26.0	26.0
Latachia	0	18	18	41.0	37.0	42.0
Ajene	84	54	138	22.0	19.0	37.0
Antwonne	37	0	37	31.0	29.0	36.0
Carlianne	0	7	7	20.0	20.0	20.0
Jeovany	172	0	172	19.5	17.0	23.0
Elwood	18875	53	18928	64.0	53.0	74.0
Raashan	5	0	5	39.0	39.0	39.0
Phillp	64	0	64	53.0	29.0	55.25
Sumie	0	223	223	85.0	82.0	92.0
Auren	0	40	40	29.0	28.0	30.75
Atanya	0	6	6	40.0	40.0	40.0
Sumio	17	0	17	94.0	92.0	95.5
Sumin	0	5	5	15.0	15.0	15.0
Genessy	0	9	9	18.0	18.0	18.0
Noy	0	11	11	16.0	16.0	21.0
Jalila	0	63	63	36.0	23.0	40.5
Mondre	29	0	29	22.0	17.0	23.0
Mondra	5	0	5	37.0	37.0	37.0
Canessa	0	5	5	32.0	32.0	32.0
Patrickjohn	7	0	7	32.0	32.0	32.0
Zakariah	192	0	192	21.0	17.0	24.0
Fujiye	0	12	12	94.0	93.0	95.0
Agila	0	11	11	39.0	39.0	42.0
Cassye	0	6	6	29.0	29.0	29.0
Jahlique	5	0	5	15.0	15.0	15.0
Roche	26	15	41	33.0	22.5	56.0
Ahjanae	0	46	46	17.0	15.25	18.0
Krunal	43	0	43	22.0	21.0	25.0
Montsho	6	0	6	41.0	41.0	41.0
Deora	0	10	10	43.5	34.0	53.0
Thaer	51	0	51	26.0	24.0	27.0
Cailtin	0	5	5	23.0	23.0	23.0
Shontavia	0	241	241	23.0	20.0	26.0
Elante	35	0	35	20.0	18.0	21.0
Brainard	129	0	129	56.0	51.0	59.0
Gladies	0	402	402	83.0	74.5	90.0
Serafino	260	0	260	82.0	59.0	90.0
Dallanara	0	6	6	41.0	41.0	41.0
Nirvana	0	231	231	21.0	17.0	27.0
Karinda	0	92	92	30.0	27.0	38.0
Lannes	5	0	5	95.0	95.0	95.0
Eshan	71	0	71	17.0	16.0	19.0
Yuen	0	5	5	38.0	38.0	38.0
Lanney	33	0	33	65.0	64.0	66.0
Eddythe	0	5	5	103.0	103.0	103.0
Shaneek	0	16	16	36.0	26.0	38.0
Coronda	0	43	43	36.0	36.0	43.0
Latarshia	0	65	65	38.0	34.0	40.0
Chyrstal	0	28	28	35.0	34.0	37.0
Jovanie	183	11	194	22.0	18.0	27.0
Aidian	10	0	10	17.0	15.0	19.0
Maricris	0	33	33	31.0	23.0	33.0
Lagretta	0	96	96	52.0	47.0	57.0
Donene	0	39	39	48.0	46.0	62.0
Rilie	0	56	56	17.0	15.75	19.0
Dalynn	16	270	286	33.0	21.0	45.0
Stryker	59	0	59	19.0	17.0	20.0
Branesha	0	15	15	19.0	16.0	22.0
Talara	0	16	16	23.0	21.0	54.0
Leafa	0	11	11	93.5	92.75	94.25
Jhoanna	0	118	118	22.0	18.25	25.0
Analiesa	0	5	5	19.0	19.0	19.0
Marcal	25	0	25	20.0	18.0	30.0
Jessianne	0	10	10	30.0	27.0	33.0
Teruo	274	0	274	89.5	85.0	95.75
Yadira	23	7313	7336	25.0	20.0	33.0
Travonna	0	62	62	22.0	18.25	25.0
Lasheba	0	80	80	37.0	35.0	40.0
Taliya	0	125	125	18.0	16.0	20.0
Talley	81	161	242	30.0	19.0	41.0
Angelamaria	0	5	5	30.0	30.0	30.0
Leafy	0	85	85	93.5	65.0	100.25
Angelamarie	0	116	116	26.0	20.0	30.0
Mariss	0	10	10	22.5	21.0	24.0
Meighan	0	554	554	29.0	24.0	38.0
Jing	5	48	53	17.0	16.0	21.0
Jina	0	1680	1680	38.5	29.0	48.0
Vinyette	0	7	7	30.0	30.0	30.0
Chicora	0	5	5	22.0	22.0	22.0
Jino	17	0	17	25.0	22.0	27.0
Sheonta	0	6	6	25.0	25.0	25.0
Jini	0	61	61	37.0	34.0	56.0
Nasaria	0	31	31	54.0	23.0	88.0
Airanna	0	5	5	15.0	15.0	15.0
Mecos	11	0	11	33.0	30.0	33.0
Deira	0	37	37	17.0	16.0	21.0
Loula	0	306	306	78.0	68.0	84.0
Vernika	0	18	18	35.0	26.0	39.0
Franey	0	5	5	16.0	16.0	16.0
Lucertia	0	5	5	51.0	51.0	51.0
Chardanae	0	5	5	17.0	17.0	17.0
Jadira	0	306	306	25.5	20.0	31.0
Solena	0	12	12	21.0	17.0	21.0
Jinx	0	165	165	65.0	61.0	67.0
Salle	0	111	111	66.0	58.0	73.0
Keyona	0	1994	1994	24.0	20.0	30.0
Ingri	0	27	27	21.0	16.0	23.0
Lynnelle	0	286	286	47.0	36.0	55.0
Senta	0	314	314	44.0	40.0	46.0
Denine	0	963	963	48.0	43.0	51.0
Avery	22237	10539	32776	21.0	17.0	31.0
Mercedies	0	90	90	21.0	17.25	23.0
Ingra	0	71	71	47.0	44.0	49.0
Shaunt	29	0	29	23.0	22.0	29.0
Salli	0	679	679	56.0	46.0	63.0
Deyontae	11	0	11	22.0	21.0	22.0
Ingry	0	6	6	15.0	15.0	15.0
Feffrey	6	0	6	33.0	33.0	33.0
Averi	48	834	882	19.0	16.0	23.0
Neidra	0	60	60	34.5	31.0	37.0
Yackelin	0	6	6	15.0	15.0	15.0
Sally	642	193731	194373	61.0	52.0	69.0
Faiga	0	228	228	20.5	17.0	24.0
Marwah	0	57	57	18.0	17.0	21.0
Marwan	409	0	409	30.0	20.0	37.0
Faige	0	133	133	29.0	24.0	36.0
Milady	0	53	53	23.0	22.0	42.0
Yomna	0	5	5	16.0	16.0	16.0
Rashauna	0	172	172	28.0	22.75	32.25
Jamine	131	304	435	27.0	23.0	35.0
Milada	0	22	22	98.0	97.5	98.5
Tarsha	0	2375	2375	41.0	37.0	43.0
Marshae	0	385	385	22.0	18.0	25.0
Tahni	0	40	40	24.0	22.5	27.0
Marshai	0	39	39	21.0	20.0	23.0
Faigy	0	824	824	22.0	18.0	30.0
Deanise	0	10	10	50.5	44.0	57.0
Marshal	3978	74	4052	35.0	23.0	53.0
Keyairra	0	94	94	21.0	18.0	23.0
Enisa	0	35	35	19.0	16.0	21.0
Terico	5	0	5	20.0	20.0	20.0
Manaia	0	6	6	15.0	15.0	15.0
Nykeah	0	6	6	15.0	15.0	15.0
Enise	0	15	15	34.0	31.0	46.0
Shavy	0	12	12	17.0	17.0	33.0
Demontrell	5	0	5	17.0	17.0	17.0
Haytham	18	0	18	23.0	16.0	32.0
Jontavious	172	0	172	20.0	17.0	23.0
Belmin	8	0	8	16.0	16.0	16.0
Auja	0	25	25	18.0	17.0	18.0
Shaila	0	1012	1012	23.0	18.0	30.0
Kehinde	80	56	136	23.0	18.0	32.0
Zalika	0	186	186	28.0	22.0	35.0
Seneka	0	12	12	34.0	31.0	37.0
Shaili	0	18	18	17.0	16.0	17.75
Myleesha	0	5	5	17.0	17.0	17.0
Nickholas	51	0	51	18.0	16.0	27.0
Raymondo	363	0	363	44.5	31.0	55.0
Jennessy	0	6	6	15.0	15.0	15.0
Karrine	0	10	10	25.0	21.0	29.0
Teandre	130	0	130	19.0	16.25	23.0
Raymonde	0	97	97	66.0	61.0	72.0
Teandra	0	243	243	25.0	20.0	29.0
Erdene	0	23	23	96.0	93.25	98.25
Raymonda	0	172	172	53.0	42.0	69.0
Antonise	0	26	26	19.0	18.0	20.0
Offie	144	58	202	80.5	72.5	91.0
Rajdeep	18	5	23	22.0	21.0	22.0
Breanne	0	8480	8480	25.0	21.0	30.0
Dayanara	0	635	635	19.0	16.0	22.0
Breanna	46	51727	51773	20.0	18.0	24.0
Shauni	0	235	235	23.0	21.0	25.0
Karrina	0	145	145	21.0	18.0	25.0
Kemontae	14	0	14	18.0	16.0	20.0
Casimer	1811	0	1811	68.0	60.0	78.0
Ritch	25	0	25	51.0	49.0	53.0
Meyanna	0	5	5	24.0	24.0	24.0
Seymour	12679	10	12689	74.0	60.0	83.0
Kalianna	0	34	34	16.0	15.25	18.0
Bellina	0	5	5	54.0	54.0	54.0
Florisel	0	5	5	18.0	18.0	18.0
Shaunn	71	0	71	37.0	35.0	43.0
Nuru	5	0	5	38.0	38.0	38.0
Adaysha	0	27	27	17.0	16.0	18.0
Seantae	0	13	13	26.0	22.0	26.0
Yamika	0	50	50	38.0	34.0	39.75
Roxsand	0	5	5	36.0	36.0	36.0
Jaslin	0	117	117	19.0	16.0	23.0
Salama	0	12	12	40.0	40.0	41.0
Shyquan	95	0	95	19.0	17.0	21.0
Sebrinia	0	5	5	44.0	44.0	44.0
Shamonte	12	22	34	21.5	20.0	23.0
Cleatus	887	71	958	65.0	55.0	74.0
Attallah	0	55	55	21.0	18.0	22.0
Rogena	0	226	226	55.0	50.0	61.0
Claudel	38	0	38	29.0	24.0	31.0
Editha	0	236	236	73.0	63.0	85.0
Rogene	5	806	811	68.0	61.0	75.0
Chiante	5	74	79	29.0	21.0	35.0
Iliyah	0	19	19	16.0	15.0	16.5
Edithe	0	251	251	87.5	83.0	94.75
Skye	1357	6608	7965	22.0	18.0	28.0
Niekia	0	5	5	40.0	40.0	40.0
Claudea	0	5	5	63.0	63.0	63.0
Travaun	5	0	5	23.0	23.0	23.0
Kaelynn	0	571	571	19.0	17.0	22.0
Berma	0	261	261	73.0	66.0	82.25
Randarius	26	0	26	18.0	16.0	20.0
Alonda	0	812	812	40.0	29.0	47.0
Jahrell	54	0	54	18.0	16.0	21.0
Thurmond	992	0	992	59.0	45.0	67.0
Chandell	0	104	104	29.0	24.0	33.0
Dhalia	0	38	38	17.0	16.0	20.0
Alondo	33	0	33	45.0	36.0	47.0
Mandisha	0	10	10	30.5	22.0	39.0
Eleaner	0	154	154	85.0	75.0	93.5
Steele	808	0	808	24.0	18.0	34.25
Miho	0	90	90	22.0	18.0	28.0
Levander	189	0	189	54.0	32.0	64.0
Caelyn	0	206	206	18.0	16.0	21.0
Acea	5	0	5	33.0	33.0	33.0
Daphyne	0	110	110	50.0	45.0	53.0
Gerld	16	0	16	62.0	59.0	64.0
Aba	0	17	17	36.0	17.0	37.0
Abb	80	0	80	89.0	80.0	96.0
Datavion	5	0	5	20.0	20.0	20.0
Abe	6731	0	6731	53.0	37.0	65.0
Delmis	10	7	17	21.0	21.0	72.0
Tammika	0	50	50	38.5	36.5	40.0
Abi	0	194	194	25.0	18.0	34.0
Ralph	387877	1757	389634	60.0	51.0	69.0
Trion	5	0	5	27.0	27.0	27.0
Sheldia	0	5	5	64.0	64.0	64.0
Dequarious	15	0	15	17.0	16.0	22.0
Talyor	0	5	5	23.0	23.0	23.0
Reshana	0	5	5	24.0	24.0	24.0
Abu	195	0	195	26.0	19.0	35.0
Yannet	0	55	55	20.0	17.0	22.0
Turon	78	0	78	31.0	20.0	37.0
Levella	0	5	5	83.0	83.0	83.0
Aby	17	26	43	20.0	16.0	22.0
Sheneice	0	28	28	28.0	26.0	29.0
Willburn	11	0	11	94.5	92.25	96.75
Levelle	217	0	217	32.0	25.75	40.0
Ozellar	0	10	10	93.5	93.25	93.75
Bruchy	0	30	30	16.0	15.0	18.75
Alayja	0	24	24	15.5	15.0	17.0
Cassiah	0	6	6	15.0	15.0	15.0
Shakila	0	472	472	24.0	22.0	31.0
Boneita	0	6	6	68.0	68.0	68.0
Valisha	0	248	248	35.0	29.0	41.0
Jonte	807	220	1027	24.0	19.0	30.0
Jonta	163	33	196	26.0	21.0	31.0
Rodnecia	0	10	10	21.5	20.0	23.0
Agneta	0	5	5	98.0	98.0	98.0
Coen	69	0	69	17.0	15.0	18.0
Matsuye	0	18	18	90.5	85.0	97.0
Tamre	0	90	90	57.0	56.0	57.0
Matsuyo	0	19	19	98.0	94.5	99.0
Jeneva	0	759	759	30.0	23.0	46.5
Nathally	0	5	5	15.0	15.0	15.0
Cylee	0	39	39	17.0	16.0	20.0
Slaten	5	0	5	19.0	19.0	19.0
Mayerlin	0	12	12	21.0	15.0	21.0
Konni	0	207	207	52.0	46.25	55.75
Joeb	15	0	15	18.0	15.0	18.0
Tatem	9	47	56	16.0	15.0	16.0
Daktari	5	0	5	49.0	49.0	49.0
Travisha	0	8	8	21.0	21.0	21.0
Zafir	73	0	73	18.0	16.0	24.0
Tressia	0	346	346	52.0	46.0	58.0
Shelanda	0	125	125	40.0	35.0	43.0
Saranna	0	10	10	22.5	18.0	27.0
Tressie	6	4241	4247	54.0	41.0	72.0
Saranne	0	80	80	68.0	61.0	74.0
Michaelanthony	360	0	360	23.0	19.0	28.0
Konny	0	5	5	49.0	49.0	49.0
Symona	0	5	5	21.0	21.0	21.0
Rosellen	0	770	770	63.0	54.0	71.0
Farrell	4030	447	4477	54.0	39.75	65.0
Toddy	70	0	70	45.0	42.0	47.0
Chrissandra	0	52	52	44.0	31.0	46.0
Naderge	0	10	10	28.0	23.0	33.0
Kenleigh	0	47	47	16.0	15.0	17.0
Chirelle	0	5	5	45.0	45.0	45.0
Tederick	11	0	11	40.0	23.0	40.0
Jazlynn	0	473	473	17.0	15.5	20.0
Tishonna	0	5	5	31.0	31.0	31.0
Laurana	0	78	78	19.0	16.25	21.0
Dishaun	5	0	5	36.0	36.0	36.0
Marvaline	0	5	5	72.0	72.0	72.0
Laurann	0	208	208	54.0	38.0	65.0
Fannie	300	56355	56655	69.0	58.0	79.0
Chima	158	0	158	25.0	18.0	30.0
Raffi	499	0	499	29.0	23.0	37.25
Michone	0	10	10	48.5	45.0	52.0
Marissa	235	84380	84615	22.0	19.0	28.0
Berenize	0	51	51	18.0	16.0	20.0
Zevin	23	0	23	16.0	15.0	17.0
Auggie	5	0	5	82.0	82.0	82.0
Sheleen	0	78	78	44.0	37.0	47.0
Ledora	0	488	488	67.0	60.0	77.0
Keyvon	154	0	154	18.0	16.0	21.0
Latoria	0	2481	2481	31.0	27.0	35.0
Schmeka	0	10	10	36.5	35.0	38.0
Prisila	0	232	232	17.0	16.0	21.25
Serina	0	3939	3939	28.0	20.0	39.0
Stena	0	5	5	99.0	99.0	99.0
Vallory	0	48	48	51.0	22.0	61.0
Christalle	0	17	17	30.0	29.0	37.0
Drey	195	0	195	20.0	18.0	23.0
Fostina	0	5	5	93.0	93.0	93.0
Annyssa	0	28	28	18.0	18.0	21.0
Jerrylene	0	5	5	85.0	85.0	85.0
Fostine	0	21	21	75.0	74.0	75.25
Fatimata	0	29	29	16.0	15.0	17.0
Shakora	0	79	79	22.0	19.0	24.0
Dreu	13	0	13	24.0	16.0	24.0
Kanetra	0	89	89	30.0	24.0	35.0
Drew	50678	3455	54133	26.0	20.0	34.0
Jalaal	5	0	5	21.0	21.0	21.0
Earlyne	0	300	300	72.0	66.0	79.75
Thoburn	18	0	18	97.0	95.5	98.0
Ankitha	0	8	8	16.0	16.0	16.0
Aleah	0	3447	3447	20.0	17.0	25.0
Drea	0	86	86	20.0	17.0	23.75
Earlynn	0	10	10	59.0	59.0	67.0
Rahshawn	74	0	74	24.0	21.0	35.0
Dree	0	7	7	55.0	55.0	55.0
Enzo	967	0	967	23.0	17.0	39.0
Mujahid	148	0	148	20.0	17.75	26.0
Markeis	159	0	159	23.0	18.0	28.0
Oman	46	0	46	36.0	19.0	42.0
Maxiel	0	18	18	24.0	21.0	25.0
Maurese	5	0	5	31.0	31.0	31.0
Laurieanne	0	63	63	50.0	44.5	53.0
Omah	0	112	112	89.5	84.0	95.75
Aleandra	0	5	5	23.0	23.0	23.0
Griffyn	25	0	25	15.0	15.0	16.0
Trinisa	0	13	13	46.0	46.0	46.0
Ermajean	0	10	10	90.5	89.25	91.75
Trinise	0	17	17	38.0	34.0	39.0
Demetries	54	0	54	32.0	21.0	35.0
Shadiqua	0	5	5	20.0	20.0	20.0
Arriana	0	408	408	18.0	16.0	21.0
Mariele	0	25	25	27.0	22.0	27.0
Keiley	0	114	114	18.0	16.0	23.0
Mariela	8	5651	5659	22.0	18.0	28.0
Saunders	177	0	177	62.0	34.0	69.0
Faustin	36	0	36	29.0	25.25	82.25
Delinda	0	2179	2179	51.0	46.0	58.0
Domitilo	10	0	10	33.0	33.0	71.0
Khalifa	27	0	27	20.0	16.5	21.0
Marieli	0	66	66	18.0	15.0	20.0
Jadarrion	6	0	6	16.0	16.0	16.0
Fiama	0	5	5	20.0	20.0	20.0
Thelmer	142	47	189	91.0	84.0	96.5
Lekendric	5	0	5	24.0	24.0	24.0
Reise	32	5	37	15.0	15.0	16.0
Kashunda	0	37	37	37.0	36.0	38.0
Eunise	0	34	34	25.0	19.0	34.0
Mariely	0	308	308	21.0	17.0	25.25
Jatiya	0	5	5	15.0	15.0	15.0
Rajveer	7	0	7	15.0	15.0	15.0
Phara	0	10	10	28.5	16.0	41.0
Gabreilla	0	17	17	18.0	16.0	22.0
Ulisis	12	0	12	19.0	15.0	23.0
Gabreille	0	51	51	22.0	18.0	25.0
Tashon	144	15	159	23.0	19.0	26.0
Tayna	0	824	824	39.0	32.0	45.0
Vennis	10	0	10	52.0	52.0	70.0
Khaleelah	0	101	101	35.0	33.0	38.0
Tangenika	0	5	5	31.0	31.0	31.0
Tayne	0	5	5	49.0	49.0	49.0
Anapaula	0	38	38	16.0	15.0	18.0
Wanza	0	417	417	67.5	57.0	75.0
Benitez	10	0	10	34.0	33.0	35.0
Samina	0	265	265	27.0	20.0	33.0
Lakenya	0	1443	1443	32.0	25.0	37.0
Janisa	0	160	160	22.0	19.0	25.0
Barbarajo	0	54	54	63.0	60.0	66.0
Sholanda	0	309	309	38.0	33.0	41.0
Shirleyann	0	559	559	71.0	65.0	78.0
Vennie	71	1017	1088	69.0	58.0	80.0
Hyacinth	0	655	655	40.0	30.0	67.0
Stavon	29	0	29	21.0	18.0	22.0
Aubrey	26415	22113	48528	28.0	21.0	42.0
Abdalrahman	26	0	26	17.0	17.0	18.0
Katana	0	390	390	19.0	17.0	25.0
Clero	0	5	5	98.0	98.0	98.0
Loreita	0	15	15	69.0	69.0	88.5
Aubren	0	5	5	17.0	17.0	17.0
Aubrei	0	37	37	21.0	18.0	27.0
Seria	0	13	13	21.0	21.0	27.0
Aubree	10	3706	3716	22.0	18.0	28.0
Tracee	10	3338	3348	42.0	35.0	48.0
Aubrea	0	149	149	21.0	18.0	23.0
Meyer	3619	0	3619	43.0	26.0	63.0
Ahad	131	0	131	19.0	17.0	22.0
Latai	0	5	5	28.0	28.0	28.0
Jabaris	34	0	34	27.0	25.0	28.0
Shadron	11	0	11	43.0	29.0	43.0
Makeeba	0	15	15	41.0	37.0	42.0
Levane	5	0	5	75.0	75.0	75.0
Shaneece	0	93	93	23.0	20.0	25.0
Ollice	33	0	33	79.0	61.0	85.0
Lanena	0	5	5	41.0	41.0	41.0
Terranesha	0	6	6	21.0	21.0	21.0
Eudelia	0	382	382	70.0	63.0	78.0
Orietta	0	5	5	93.0	93.0	93.0
Ugo	297	0	297	29.0	24.0	55.5
Jermiah	1272	24	1296	27.0	19.0	35.0
Estelee	0	10	10	84.0	84.0	86.0
Dekevion	6	0	6	15.0	15.0	15.0
Kanwal	0	40	40	21.0	19.0	22.0
Jamaia	0	20	20	15.0	15.0	18.0
Diovanni	5	0	5	24.0	24.0	24.0
Leokadja	0	5	5	101.0	101.0	101.0
Rhana	0	17	17	68.0	31.0	69.0
Jamair	11	0	11	16.0	16.0	23.0
